"PROPNUM","SECTION","SEQUENCE","QUALIFIER","KEYWORD","EXPRESSION"
"B4KKS54FUV",1,32,"LGC","TITLES","Operator: ANADARKO PETROLEUM CORPORATION"
"B4KKS54FUV",4,1,"BUD2003","CUMS","0.0 1050.964"
"B4KKS54FUV",4,4,"BUD2000","CUMS","0.0 962.152"
"B4KKS54FUV",4,5,"BUD2000","START","09/1999"
"B4KKS54FUV",4,6,"BUD2000","GAS","2880.4 X M/M 10/2011 AD B/0.9697 11.389504"
"B4KKS54FUV",4,7,"BUD2000","""","1118.1 X M/M 259.253 IMU EXP 5.000000"
"B4KKS54FUV",4,12,"BUD2003","START","01/2003"
"B4KKS54FUV",4,13,"BUD2003","GAS","1097.21 X M/M 11/2018 AD B/0.4680 14.124143"
"B4KKS54FUV",4,14,"BUD2003","""","208.43 X M/M 26.244 IMU EXP 7.000000"
"B4KKS54FUV",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKS54FUV",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKS54FUV",6,10922,"LOE99","OPC/T","2200"
"B4KKS54FUV",6,16383,,"LOOKUP","SEV @M.STATE"
"B4KKS54FUV",6,19113,,"ATX","2.90"
"B4KKS54FUV",7,3,"LGC","NET","48.33634 42.52856 42.52856 %"
"B4KKS54FUV",8,16383,,"CAPITAL","225 100 G 0 YRS"
"B4KKS54FUV",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKS54FUV",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKS5SBJ3",1,1,,"TITLES","Lease: GUEST -A-"
"B4KKS5SBJ3",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKS5SBJ3",1,11,,"TITLES","LEON , TX"
"B4KKS5SBJ3",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKS5SBJ3",1,17,"LGC","TITLES","Lease: GUEST -A-"
"B4KKS5SBJ3",1,22,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKS5SBJ3",1,27,"LGC","TITLES","LEON , @M.STATE"
"B4KKS5SBJ3",1,32,"LGC","TITLES","Operator: XTO ENERGY INCORPORATED"
"B4KKS5SBJ3",4,3,"BUD2003","CUMS","34.245 1534.998"
"B4KKS5SBJ3",4,4,"BUD2000","CUMS","31.964 1395.505"
"B4KKS5SBJ3",4,5,"BUD2000","START","09/1999"
"B4KKS5SBJ3",4,6,"BUD2000","GAS","5252.3 X M/M 664.431 IMU EXP 9.029232"
"B4KKS5SBJ3",4,7,"BUD2000","START","09/1999"
"B4KKS5SBJ3",4,8,"BUD2000","OIL","77.2 X B/M 10.619 IMU EXP 7.312875"
"B4KKS5SBJ3",4,9,"BUD2003","START","01/2003"
"B4KKS5SBJ3",4,10,"BUD2003","GAS","3831.38 X M/M 484.249 IMU EXP 9.029232"
"B4KKS5SBJ3",4,19,"BUD2003","START","01/2003"
"B4KKS5SBJ3",4,20,"BUD2003","OIL","59.9352 X B/M 7.891 IMU EXP 7.312875"
"B4KKS5SBJ3",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKS5SBJ3",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKS5SBJ3",6,5,"LOE99","OPC/T","2050 X $/M TO LIFE ESC OPEX"
"B4KKS5SBJ3",6,6,,"LOOKUP","SEV @M.STATE"
"B4KKS5SBJ3",6,7,,"ATX","3"
"B4KKS5SBJ3",7,3,"LGC","NET","100 86.985 %"
"B4KKS5SBJ3",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKS5SBJ3",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKS8UDVR",1,1,,"TITLES","Lease: WHITEMAN DECKER GU #1"
"B4KKS8UDVR",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKS8UDVR",1,11,,"TITLES","CHEROKEE , TX"
"B4KKS8UDVR",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKS8UDVR",4,1,"BUD2003","CUMS","0.0 2534.472"
"B4KKS8UDVR",4,4,"BUD2000","CUMS","0.0 2511.628"
"B4KKS8UDVR",4,5,"BUD2000","START","09/1999"
"B4KKS8UDVR",4,6,"BUD2000","GAS","1235.8 X M/M 152.629 IMU EXP 8.902349"
"B4KKS8UDVR",4,11,"BUD2003","START","1/2003"
"B4KKS8UDVR",4,12,"BUD2003","GAS","83.9370 X M/M 0.707 IMU EXP 45.765127"
"B4KKS8UDVR",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKS8UDVR",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKS8UDVR",6,3,"LOE99","OPC/T","05/1993 8*1347 12*1250 12*1310 12*1300 #"
"B4KKS8UDVR",6,5,"LOE99","""","X X $/M TO LIFE ESC OPEX"
"B4KKS8UDVR",6,7,"LOE99","OPC/GAS",".0668 X $/M TO LIFE ESC OPEX"
"B4KKS8UDVR",6,8,,"LOOKUP","SEV @M.STATE"
"B4KKS8UDVR",6,16387,,"ATX","3"
"B4KKS8UDVR",7,3,"LGC","NET","34.7589 25.9472 %"
"B4KKS8UDVR",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKS8UDVR",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSAQCKX",1,1,"LGC","TITLES","Lease: GRAYSON"
"B4KKSAQCKX",1,6,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSAQCKX",1,11,"LGC","TITLES","LEON , @M.STATE"
"B4KKSAQCKX",1,16,"LGC","TITLES","Operator: XTO ENERGY INCORPORATED"
"B4KKSAQCKX",2,16383,,"MAJOR","GAS"
"B4KKSAQCKX",4,3,"BUD2003","CUMS","35.607 1703.561"
"B4KKSAQCKX",4,4,"BUD2000","CUMS","25.718 1298.083"
"B4KKSAQCKX",4,5,"BUD2000","START","09/1999"
"B4KKSAQCKX",4,6,"BUD2000","GAS","11931.6 X M/M 2876.16279 MMF EXP 8.666653"
"B4KKSAQCKX",4,7,"BUD2000","START","09/1999"
"B4KKSAQCKX",4,8,"BUD2000","WTR","232.5 X B/M 170.333 IMU EXP 1.078017"
"B4KKSAQCKX",4,9,"BUD2000","START","09/1999"
"B4KKSAQCKX",4,10,"BUD2000","OIL/GAS","0.022 0.025 B/M TO LIFE LOG TIME"
"B4KKSAQCKX",4,11,"BUD2003","START","01/2003"
"B4KKSAQCKX",4,12,"BUD2003","GAS","9258.88 X M/M 1760.058 IMU EXP 6.085549"
"B4KKSAQCKX",4,13,"BUD2003","START","01/2003"
"B4KKSAQCKX",4,14,"BUD2003","WTR","224.25 X B/M 161.199 IMU EXP 1.078017"
"B4KKSAQCKX",4,15,"BUD2003","START","01/2003"
"B4KKSAQCKX",4,16,"BUD2003","OIL/GAS","0.023198 0.030000 B/M TO LIFE LOG TIME"
"B4KKSAQCKX",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSAQCKX",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSAQCKX",6,8191,"LOE99","OPC/T","4000 X $/M TO LIFE"
"B4KKSAQCKX",6,12286,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSAQCKX",6,16382,,"LOOKUP","SEV @M.STATE"
"B4KKSAQCKX",6,24573,,"ATX","3"
"B4KKSAQCKX",7,3,"LGC","NET","48.33634 42.52856 42.52856 %"
"B4KKSAQCKX",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSAQCKX",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSCEDWI",1,1,,"TITLES","Lease: NEW BIRMINGHAM B GAS UNIT 2"
"B4KKSCEDWI",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSCEDWI",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSCEDWI",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSCEDWI",4,3,"BUD2003","CUMS","5.751 2221.200"
"B4KKSCEDWI",4,4,"BUD2000","CUMS","5.248 2101.241"
"B4KKSCEDWI",4,5,"BUD2000","START","09/1999"
"B4KKSCEDWI",4,6,"BUD2000","GAS","4978.7 X M/M 06/2006 AD B/1.8575 12.091786"
"B4KKSCEDWI",4,7,"BUD2000","""","2839.0 X M/M 305.284 IMU EXP 5.000000"
"B4KKSCEDWI",4,8,"BUD2000","START","09/1999"
"B4KKSCEDWI",4,9,"BUD2000","WTR","286.7 X B/M 197.884 IMU EXP 1.223308"
"B4KKSCEDWI",4,10,"BUD2000","START","09/1999"
"B4KKSCEDWI",4,11,"BUD2000","OIL/GAS","0.002699 0.00164663 B/M TO LIFE LOG TIME"
"B4KKSCEDWI",4,12,"BUD2003","START","1/2003"
"B4KKSCEDWI",4,13,"BUD2003","GAS","2272.51 X M/M 12/2022 AD B/0.6465 13.450323"
"B4KKSCEDWI",4,14,"BUD2003","""","426.46 X M/M 88.098 IMU EXP 5.000000"
"B4KKSCEDWI",4,15,"BUD2003","START","1/2003"
"B4KKSCEDWI",4,16,"BUD2003","WTR","275.18 X B/M 186.648 IMU EXP 1.223308"
"B4KKSCEDWI",4,29,"BUD2003","START","1/2003"
"B4KKSCEDWI",4,30,"BUD2003","OIL/GAS","0.00247297 0.00164663 B/M TO LIFE LOG TIME"
"B4KKSCEDWI",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSCEDWI",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSCEDWI",6,6553,"LOE99","OPC/T","1300 X $/M TO LIFE ESC OPEX"
"B4KKSCEDWI",6,13106,"LOE99","OPC/GAS",".0864 X $/M TO LIFE ESC OPEX"
"B4KKSCEDWI",6,16382,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSCEDWI",6,19659,,"LOOKUP","SEV @M.STATE"
"B4KKSCEDWI",6,26212,,"ATX","3"
"B4KKSCEDWI",7,3,"LGC","NET","58.50191 47.85286 47.85286 %"
"B4KKSCEDWI",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSCEDWI",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSCUCLV",1,1,,"TITLES","Lease: KING, GAIL"
"B4KKSCUCLV",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSCUCLV",1,11,,"TITLES","LEON , TX"
"B4KKSCUCLV",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSCUCLV",1,17,"LGC","TITLES","Lease: KING GAIL"
"B4KKSCUCLV",1,22,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSCUCLV",1,27,"LGC","TITLES","LEON , @M.STATE"
"B4KKSCUCLV",1,32,"LGC","TITLES","Operator: XTO ENERGY INCORPORATED"
"B4KKSCUCLV",4,3,"BUD2003","CUMS","1.812 492.526"
"B4KKSCUCLV",4,4,"BUD2000","CUMS","1.556 421.528"
"B4KKSCUCLV",4,5,"BUD2000","START","09/1999"
"B4KKSCUCLV",4,6,"BUD2000","GAS","3228.9 X M/M 12/2003 AD B/2.2050 8.549724"
"B4KKSCUCLV",4,7,"BUD2000","""","2398.7 X M/M 557.857 IMU EXP 5.000000"
"B4KKSCUCLV",4,8,"BUD2000","START","09/1999"
"B4KKSCUCLV",4,9,"BUD2000","OIL/GAS","0.003113 0.00085431 B/M TO LIFE LOG TIME"
"B4KKSCUCLV",4,10,"BUD2003","START","01/2003"
"B4KKSCUCLV",4,11,"BUD2003","GAS","896.52 X M/M 12.826 IMU EXP 54.750518"
"B4KKSCUCLV",4,22,"BUD2003","START","01/2003"
"B4KKSCUCLV",4,23,"BUD2003","OIL/GAS","0.00298168 0.00284361 B/M TO LIFE LOG TIME"
"B4KKSCUCLV",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSCUCLV",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSCUCLV",6,8191,"LOE99","OPC/T","3800"
"B4KKSCUCLV",6,12286,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSCUCLV",6,16382,,"LOOKUP","SEV @M.STATE"
"B4KKSCUCLV",6,24573,,"ATX","3"
"B4KKSCUCLV",7,3,"LGC","NET","50.36178 44.429 44.429 %"
"B4KKSCUCLV",8,16383,,"CAPITAL","225 100 G 0 YRS"
"B4KKSCUCLV",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSCUCLV",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSDIDMT",1,1,,"TITLES","Lease: HARRELL -C-"
"B4KKSDIDMT",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSDIDMT",1,11,,"TITLES","LEON , TX"
"B4KKSDIDMT",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSDIDMT",4,1,"DEFAULT","CUMS","0.0 322.264 "
"B4KKSDIDMT",4,2,"DEFAULT","START","5/1995"
"B4KKSDIDMT",4,3,"DEFAULT","GAS","142.71 X M/M 1.931 IMU EXP 44.076087"
"B4KKSDIDMT",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSDIDMT",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSDIDMT",6,2,,"LOOKUP","SEV @M.STATE"
"B4KKSDIDMT",6,3,,"ATX","3"
"B4KKSDIDMT",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSDIDMT",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSG4EXA",1,1,,"TITLES","Lease: WHITEMAN GAS UNIT #1"
"B4KKSG4EXA",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSG4EXA",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSG4EXA",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSG4EXA",4,3,"BUD2003","CUMS","1.415 2123.340"
"B4KKSG4EXA",4,4,"BUD2000","CUMS","1.114 1901.167"
"B4KKSG4EXA",4,5,"BUD2000","START","09/1999"
"B4KKSG4EXA",4,6,"BUD2000","GAS","8547.3 X M/M 297.737 IMU EXP 29.002402"
"B4KKSG4EXA",4,7,"BUD2000","START","09/1999"
"B4KKSG4EXA",4,8,"BUD2000","WTR","360.4 X B/M 6.358 IMU EXP 46.427560"
"B4KKSG4EXA",4,9,"BUD2000","START","09/1999"
"B4KKSG4EXA",4,10,"BUD2000","OIL/GAS","0.000271 0.00036969 B/M TO LIFE LOG TIME"
"B4KKSG4EXA",4,11,"BUD2003","START","1/2003"
"B4KKSG4EXA",4,12,"BUD2003","GAS","3779.81 X M/M 183.242 IMU EXP 21.673913"
"B4KKSG4EXA",4,13,"BUD2003","START","1/2003"
"B4KKSG4EXA",4,14,"BUD2003","WTR","103.23 X B/M 1.997 IMU EXP 35.844552"
"B4KKSG4EXA",4,26,"BUD2003","START","1/2003"
"B4KKSG4EXA",4,27,"BUD2003","OIL/GAS","0.00029025 0.00036969 B/M TO LIFE LOG TIME"
"B4KKSG4EXA",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSG4EXA",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSG4EXA",6,6553,"LOE99","OPC/T","1310 X $/M TO LIFE ESC OPEX"
"B4KKSG4EXA",6,13106,"LOE99","OPC/GAS",".0668 X $/M TO LIFE ESC OPEX"
"B4KKSG4EXA",6,16382,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSG4EXA",6,19659,,"LOOKUP","SEV @M.STATE"
"B4KKSG4EXA",6,26212,,"ATX","3"
"B4KKSG4EXA",7,3,"LGC","NET","49.81195 43.89581 43.89581 %"
"B4KKSG4EXA",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSG4EXA",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSHMBNO",1,1,,"TITLES","Lease: HUNTER GAS UNIT"
"B4KKSHMBNO",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSHMBNO",1,11,,"TITLES","FREESTONE , TX"
"B4KKSHMBNO",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSHMBNO",1,17,"LGC","TITLES","Lease: HUNTER GAS UNIT"
"B4KKSHMBNO",1,22,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSHMBNO",1,27,"LGC","TITLES","FREESTONE , @M.STATE"
"B4KKSHMBNO",1,32,"LGC","TITLES","Operator: HUNT PETROLEUM CORPORATION"
"B4KKSHMBNO",4,3,"BUD2003","CUMS","18.543 2819.157"
"B4KKSHMBNO",4,4,"BUD2000","CUMS","17.070 2503.388"
"B4KKSHMBNO",4,5,"BUD2000","START","09/1999"
"B4KKSHMBNO",4,6,"BUD2000","GAS","10700.8 X M/M 3174.06855 MMF EXP 10.807457"
"B4KKSHMBNO",4,7,"BUD2000","START","09/1999"
"B4KKSHMBNO",4,8,"BUD2000","OIL","53.0 X B/M 01/2011 AD B/1.0487 11.737752"
"B4KKSHMBNO",4,9,"BUD2000","""","21.3 X B/M 2.665 IMU EXP 5.000000"
"B4KKSHMBNO",4,10,"BUD2003","START","01/2003"
"B4KKSHMBNO",4,11,"BUD2003","GAS","7256.95 X M/M 04/2008 AD B/0.6028 8.762287"
"B4KKSHMBNO",4,12,"BUD2003","""","4705.76 X M/M 769.885 IMU EXP 7.000000"
"B4KKSHMBNO",4,21,"BUD2003","START","01/2003"
"B4KKSHMBNO",4,22,"BUD2003","OIL/GAS","0.00445360 0.00023086 B/M TO LIFE LOG TIME"
"B4KKSHMBNO",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSHMBNO",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSHMBNO",6,10922,"LOE99","OPC/T","2760"
"B4KKSHMBNO",6,16383,,"LOOKUP","SEV @M.STATE"
"B4KKSHMBNO",6,19113,,"ATX","2.90"
"B4KKSHMBNO",7,3,"LGC","NET","49.81195 43.89581 43.89581 %"
"B4KKSHMBNO",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSHMBNO",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSI8FY6",1,1,,"TITLES","Lease: WHITEMAN GAS UNIT #1"
"B4KKSI8FY6",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSI8FY6",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSI8FY6",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSI8FY6",4,3,"BUD2003","CUMS","5.734 2102.848"
"B4KKSI8FY6",4,4,"BUD2000","CUMS","5.443 1868.097"
"B4KKSI8FY6",4,5,"BUD2000","START","09/1999"
"B4KKSI8FY6",4,6,"BUD2000","GAS","9562.3 X M/M 05/2006 AD B/1.7231 10.718155"
"B4KKSI8FY6",4,7,"BUD2000","""","5700.6 X M/M 1325.755 IMU EXP 5.000000"
"B4KKSI8FY6",4,8,"BUD2000","START","09/1999"
"B4KKSI8FY6",4,9,"BUD2000","WTR","123.9 X B/M 5.403 IMU EXP 18.893180"
"B4KKSI8FY6",4,10,"BUD2000","START","09/1999"
"B4KKSI8FY6",4,11,"BUD2000","OIL/GAS","0.001038 0.0000001 B/M TO LIFE LOG TIME"
"B4KKSI8FY6",4,12,"BUD2003","START","01/2003"
"B4KKSI8FY6",4,13,"BUD2003","GAS","4163.36 X M/M 10/2024 AD B/0.6136 14.462273"
"B4KKSI8FY6",4,14,"BUD2003","""","626.63 X M/M 134.927 IMU EXP 5.000000"
"B4KKSI8FY6",4,15,"BUD2003","START","01/2003"
"B4KKSI8FY6",4,16,"BUD2003","WTR","61.6495 X B/M 1.865 IMU EXP 18.893180"
"B4KKSI8FY6",4,27,"BUD2003","START","01/2003"
"B4KKSI8FY6",4,28,"BUD2003","OIL/GAS","0.00070630 0.0000019 B/M TO LIFE LOG TIME"
"B4KKSI8FY6",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSI8FY6",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSI8FY6",6,6553,"LOE99","OPC/T","1232 X $/M TO LIFE ESC OPEX"
"B4KKSI8FY6",6,13106,"LOE99","OPC/GAS",".1568 X $/M TO LIFE ESC OPEX"
"B4KKSI8FY6",6,16382,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSI8FY6",6,19659,,"LOOKUP","SEV @M.STATE"
"B4KKSI8FY6",6,26212,,"ATX","3"
"B4KKSI8FY6",7,3,"LGC","NET","49.81195 43.89581 43.89581 %"
"B4KKSI8FY6",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSI8FY6",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSJQCOL",1,1,,"TITLES","Lease: SAVAGE GAS UNIT"
"B4KKSJQCOL",1,6,,"TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSJQCOL",1,11,,"TITLES","FREESTONE , TX"
"B4KKSJQCOL",1,16,,"TITLES","Operator: SONAT EXPL INC"
"B4KKSJQCOL",1,17,"LGC","TITLES","Lease: SAVAGE GAS UNIT"
"B4KKSJQCOL",1,22,"LGC","TITLES","Field: BEAR GRASS (TRAVIS PEAK)"
"B4KKSJQCOL",1,27,"LGC","TITLES","FREESTONE , @M.STATE"
"B4KKSJQCOL",1,32,"LGC","TITLES","Operator: ANADARKO PETROLEUM CORPORATION"
"B4KKSJQCOL",4,3,"BUD2003","CUMS","2.879 2859.697"
"B4KKSJQCOL",4,4,"BUD2000","CUMS","2.264 2416.842"
"B4KKSJQCOL",4,5,"BUD2000","START","09/1999"
"B4KKSJQCOL",4,6,"BUD2000","GAS","14822.7 X M/M 3023.15500 MMF EXP 24.826420"
"B4KKSJQCOL",4,7,"BUD2000","START","09/1999"
"B4KKSJQCOL",4,8,"BUD2000","OIL","19.5 X B/M 0.365 IMU EXP 27.621607"
"B4KKSJQCOL",4,9,"BUD2000","START","09/1999"
"B4KKSJQCOL",4,10,"BUD2000","WTR","351.5 X B/M 15.384 IMU EXP 22.240385"
"B4KKSJQCOL",4,11,"BUD2003","START","01/2003"
"B4KKSJQCOL",4,12,"BUD2003","GAS","10458.4 X M/M 631.369 IMU EXP 17.949822"
"B4KKSJQCOL",4,13,"BUD2003","START","01/2003"
"B4KKSJQCOL",4,14,"BUD2003","WTR","151.98 X B/M 5.866 IMU EXP 22.240385"
"B4KKSJQCOL",4,26,"BUD2003","START","01/2003"
"B4KKSJQCOL",4,27,"BUD2003","OIL/GAS","0.00119786 0.00035963 B/M TO LIFE LOG TIME"
"B4KKSJQCOL",5,2,"BUD2000","LOOKUP","OILPRICE @M.AREA @M.LIQ_GRAV"
"B4KKSJQCOL",5,3,"BUD2000","LOOKUP","GASPRICE @M.AREA"
"B4KKSJQCOL",6,10922,"LOE99","OPC/T","5400"
"B4KKSJQCOL",6,13652,,"OPC/WTR",".25 X $/B TO LIFE PC 0"
"B4KKSJQCOL",6,16383,,"LOOKUP","SEV @M.STATE"
"B4KKSJQCOL",6,19113,,"ATX","2.90"
"B4KKSJQCOL",7,3,"LGC","NET","48.33634 42.52856 42.52856 %"
"B4KKSJQCOL",9,2,"BUD2003","LOAD","MP.OIL OIL 01/2003 01/2010 #"
"B4KKSJQCOL",9,3,"BUD2003","LOAD","MP.GAS GAS 01/2003 01/2010 #"
"B4KKSKGDZ3",1,1,,"TITLES","Lease: NEW BIRMINGHAM B GAS UNIT #2"
"B4KKSKGDZ3",1,6,,"TITLES","Field: WHITE OAK CREEK (TRAVIS PEAK)"
"B4KKSKGDZ3",1,11,,"TITLES","CHEROKEE , TX"
"B4KKSKGDZ3",1,16,,"TITLES","Operator: MARATHON OIL CO"
"B4KKSKGDZ3",4,3,"BUD2003","CUMS","8.826 2091.878"
"B4KKSKGDZ3",4,4,"BUD2000","CUMS","7.931 1682.698"
"B4KKSKGDZ3",4,5,"BUD2000","START","09/1999"
"B4KKSKGDZ3",4,6,"BUD2000","GAS","15715.2 X M/M 01/2007 AD B/1.8818 14.163520"
"B4KKSKGDZ3",4,7,"BUD2000","""","8148.5 X M/M 1895.045 IMU EXP 5.000000"
"B4KKSKGDZ3",4,8,"BUD2000","START","09/1999"
"B4KKSKGDZ3",4,9,"BUD2000","OIL","17.4 X B/M 05/2015 AD B/1.0515 24.621443"
"B4KKSKGDZ3",4,10,"BUD2000","""","2.968 X B/M 0.461 IMU EXP 5.000000"
"B4KKSKGDZ3",4,11,"BUD2000","START","09/1999"
